Domaine	Endpoint/source	Chemin JSON exact	Type	Exemple réel	Disponible avant match ?	Disponible en direct ?	Disponible après match ?	Historique accessible ?	Fiabilité/complétude	Déjà stocké dans le projet ?	Déjà utilisé par le moteur ?
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.31-45.percentage	str	16.67%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.31-45.total	int	11	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.46-60.percentage	str	19.70%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.46-60.total	int	13	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.61-75.percentage	str	18.18%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.61-75.total	int	12	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.76-90.percentage	str	19.70%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.76-90.total	int	13	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.91-105.percentage	str	16.67%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.cards.yellow.91-105.total	int	11	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.clean_sheet.away	int	7	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.clean_sheet.home	int	9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.clean_sheet.total	int	16	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.failed_to_score.away	int	3	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.failed_to_score.home	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.failed_to_score.total	int	4	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.draws.away	int	6	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.draws.home	int	3	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.draws.total	int	9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.loses.away	int	4	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.loses.home	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.loses.total	int	5	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.played.away	int	19	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.played.home	int	18	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.played.total	int	37	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.wins.away	int	9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.wins.home	int	14	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.fixtures.wins.total	int	23	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.form	str	WLLWDWWWLWWLWWWWWWDDDLWDWWWWDDWWWDWWD	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.average.away	str	1.1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.average.home	str	0.7	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.average.total	str	0.9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.0-15.percentage	str	2.78%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.0-15.total	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.106-120.percentage	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.106-120.total	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.16-30.percentage	str	11.11%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.16-30.total	int	4	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.31-45.percentage	str	16.67%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.31-45.total	int	6	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.46-60.percentage	str	19.44%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.46-60.total	int	7	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.61-75.percentage	str	30.56%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.61-75.total	int	11	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.76-90.percentage	str	19.44%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.76-90.total	int	7	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.91-105.percentage	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.minute.91-105.total	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.total.away	int	21	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.total.home	int	12	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.total.total	int	33	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.0.5.over	int	21	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.0.5.under	int	16	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.1.5.over	int	9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.1.5.under	int	28	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.2.5.over	int	2	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.2.5.under	int	35	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.3.5.over	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.3.5.under	int	36	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.4.5.over	int	0	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.against.under_over.4.5.under	int	37	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.average.away	str	1.7	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.average.home	str	2.4	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.average.total	str	2.1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.0-15.percentage	str	10.96%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.0-15.total	int	8	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.106-120.percentage	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.106-120.total	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.16-30.percentage	str	12.33%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.16-30.total	int	9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.31-45.percentage	str	30.14%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.31-45.total	int	22	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.46-60.percentage	str	10.96%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].teams.home.league.goals.for.minute.46-60.total	int	8	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
