Domaine	Endpoint/source	Chemin JSON exact	Type	Exemple réel	Disponible avant match ?	Disponible en direct ?	Disponible après match ?	Historique accessible ?	Fiabilité/complétude	Déjà stocké dans le projet ?	Déjà utilisé par le moteur ?
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].games.rating	str	6.94	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].goals.assists	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].goals.conceded	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].goals.saves	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].goals.total	int	7	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].league.country	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].league.id	int	39	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].league.name	str	Premier League	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].league.season	int	2025	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].passes.accuracy	int	85	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].passes.key	int	14	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].passes.total	int	420	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].penalty.commited	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].penalty.missed	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].penalty.saved	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].penalty.scored	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].penalty.won	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].shots.on	int	14	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].shots.total	int	27	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].substitutes.bench	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].substitutes.in	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].substitutes.out	int	8	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].tackles.blocks	int	4	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].tackles.interceptions	int	7	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].tackles.total	int	17	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].team.id	int	50	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].team.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	response[].statistics[].team.name	str	Manchester City	oui	non	oui	oui	bonne	non	non
Joueurs équipe domicile	/players?league=39&season=2025&team=50&page=1	results	int	20	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	errors	array	[]	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	get	str	players	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	paging.total	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	parameters.league	str	39	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	parameters.page	str	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	parameters.team	str	66	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.age	int	22	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.birth.country	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.birth.date	str	2003-04-04	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.birth.place	str	Chertsey	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.firstname	str	Harvey Daniel James	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.height	str	170	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.id	int	19035	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.injured	bool	False	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.lastname	str	Elliott	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.name	str	H. Elliott	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.nationality	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.photo	str	https://media.api-sports.io/football/players/19035.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].player.weight	str	64	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].cards.red	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].cards.yellow	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].cards.yellowred	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].dribbles.attempts	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].dribbles.past	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].dribbles.success	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].duels.total	int	4	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].duels.won	int	3	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].fouls.committed	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].fouls.drawn	int	2	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.appearences	int	4	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.captain	bool	False	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.lineups	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.minutes	int	109	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.number	int	9	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.position	str	Midfielder	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].games.rating	str	6.55	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].goals.assists	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].goals.conceded	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].goals.saves	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].goals.total	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].league.country	str	England	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].league.id	int	39	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].league.name	str	Premier League	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].league.season	int	2025	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].passes.accuracy	int	87	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].passes.key	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].passes.total	int	74	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].penalty.commited	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].penalty.missed	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].penalty.saved	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].penalty.scored	int	0	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].penalty.won	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].shots.on	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].shots.total	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].substitutes.bench	int	7	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].substitutes.in	int	3	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].substitutes.out	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].tackles.blocks	int	1	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].tackles.interceptions	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].tackles.total	null		oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].team.id	int	66	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].team.logo	str	https://media.api-sports.io/football/teams/66.png	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	response[].statistics[].team.name	str	Aston Villa	oui	non	oui	oui	bonne	non	non
Joueurs équipe extérieure	/players?league=39&season=2025&team=66&page=1	results	int	20	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	errors	array	[]	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	get	str	coachs	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	parameters.team	str	50	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].age	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].birth.country	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].birth.date	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].birth.place	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].career[].end	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].career[].start	str	2016-07-01	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].career[].team.id	int	50	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].career[].team.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].career[].team.name	str	Manchester City	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].firstname	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].height	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].id	int	4	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].lastname	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].name	str	Guardiola	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].nationality	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].photo	str	https://media.api-sports.io/football/coachs/4.png	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].team.id	int	50	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].team.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].team.name	str	Manchester City	oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	response[].weight	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe domicile	/coachs?team=50	results	int	1	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	errors	array	[]	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	get	str	coachs	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	parameters.team	str	66	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].age	int	54	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].birth.country	str	Spain	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].birth.date	str	1971-11-03	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].birth.place	str	Hondarribia	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].career[].end	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].career[].start	str	2022-11-01	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].career[].team.id	int	66	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].career[].team.logo	str	https://media.api-sports.io/football/teams/66.png	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].career[].team.name	str	Aston Villa	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].firstname	str	Unai	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].height	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].id	int	18	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].lastname	str	Emery Etxegoien	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].name	str	Unai Emery	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].nationality	str	Spain	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].photo	str	https://media.api-sports.io/football/coachs/18.png	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].team.id	int	66	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].team.logo	str	https://media.api-sports.io/football/teams/66.png	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].team.name	str	Aston Villa	oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	response[].weight	null		oui	non	oui	oui	bonne	non	non
Entraîneur équipe extérieure	/coachs?team=66	results	int	2	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	errors	array	[]	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	get	str	teams	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	parameters.id	str	50	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.code	str	MCI	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.country	str	England	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.founded	int	1880	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.id	int	50	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.logo	str	https://media.api-sports.io/football/teams/50.png	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.name	str	Manchester City	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].team.national	bool	False	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.address	str	Rowsley Street	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.capacity	int	55097	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.city	str	Manchester	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.id	int	555	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.image	str	https://media.api-sports.io/football/venues/555.png	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.name	str	Etihad Stadium	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	response[].venue.surface	str	grass	oui	non	oui	oui	bonne	non	non
Identité équipe domicile	/teams?id=50	results	int	1	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	errors	array	[]	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	get	str	teams	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	parameters.id	str	66	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.code	str	AST	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.country	str	England	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.founded	int	1874	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.id	int	66	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.logo	str	https://media.api-sports.io/football/teams/66.png	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.name	str	Aston Villa	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].team.national	bool	False	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.address	str	Trinity Road	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.capacity	int	42824	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.city	str	Birmingham	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.id	int	495	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.image	str	https://media.api-sports.io/football/venues/495.png	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.name	str	Villa Park	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	response[].venue.surface	str	grass	oui	non	oui	oui	bonne	non	non
Identité équipe extérieure	/teams?id=66	results	int	1	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	errors	array	[]	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	get	str	venues	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	parameters.id	str	555	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].address	str	Rowsley Street	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].capacity	int	55097	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].city	str	Manchester	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].country	str	England	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].id	int	555	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].image	str	https://media.api-sports.io/football/venues/555.png	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].name	str	Etihad Stadium	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	response[].surface	str	grass	oui	non	oui	oui	bonne	non	non
Stade	/venues?id=555	results	int	1	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	errors	array	[]	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	get	str	leagues	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	paging.current	int	1	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	paging.total	int	1	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	parameters.id	str	39	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	parameters.season	str	2025	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].country.code	str	GB-ENG	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].country.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].country.name	str	England	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].league.id	int	39	oui	non	oui	oui	bonne	oui	oui
Compétition	/leagues?id=39&season=2025	response[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui	non	oui	oui	bonne	oui	oui
Compétition	/leagues?id=39&season=2025	response[].league.name	str	Premier League	oui	non	oui	oui	bonne	oui	oui
Compétition	/leagues?id=39&season=2025	response[].league.type	str	League	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.fixtures.events	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.fixtures.lineups	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.fixtures.statistics_fixtures	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.fixtures.statistics_players	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.injuries	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.odds	bool	False	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.players	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.predictions	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.standings	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.top_assists	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.top_cards	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].coverage.top_scorers	bool	True	oui	non	oui	oui	bonne	non	non
Compétition	/leagues?id=39&season=2025	response[].seasons[].current	bool	False	oui	non	oui	oui	bonne	non	non
